Sl.No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status,elevation,slope,aspect,landslide,sample_source,rainfall_available,soil_moisture_available,terrain_available
26402,SKM/ES/78A11/2015/15,Sikkim,East Sikkim,,,27.257083,88.65975,Debris,Slide,2014,,,,,,,,,,,1642.0,24.1205,161.6278,1,GSI_field_inventory,False,False,True
26403,SKM/ES/78A11/2015/124,Sikkim,East Sikkim,Machong-Rongli Road,,27.257083,88.696583,Debris,Slide,,,,,,,,,,,,1401.0,21.5669,132.5127,1,GSI_field_inventory,False,False,True
26404,SKM/ES/78A11/2015/125,Sikkim,East Sikkim,Machong-Rongli Road,,27.257139,88.697556,Debris,Slide,,,,,,,,,,,,1390.0,24.547,155.8781,1,GSI_field_inventory,False,False,True
26405,SKM/WS/78A07/2015/363,Sikkim,West Sikkim,Legship-Mayong Road,,27.257194,88.305444,Debris,Slide,,,,,,,,,,,,661.0,34.0211,294.435,1,GSI_field_inventory,False,False,True
26406,SKM/NS/78A03/2017/39,Sikkim,West Sikkim,SH,,27.257361,88.165333,Debris,Slide,,,,,,,,,,,,1502.0,27.8053,338.2103,1,GSI_field_inventory,False,False,True
26407,SKM/SS/78A07/2015/327,Sikkim,South Sikkim,,,27.257417,88.418889,Debris,Slide,,,,,,,,,,,,859.0,35.0392,131.1415,1,GSI_field_inventory,False,False,True
26408,SKM/ES/78A11/2015/156,Sikkim,East Sikkim,NH-31A,,27.257972,88.548861,Debris,Slide,,,,,,,,,,,,641.0,39.901,141.6345,1,GSI_field_inventory,False,False,True
26409,SKM/ES/78A11/2015/126,Sikkim,East Sikkim,Machong-Rongli Road,,27.258222,88.704778,Debris,Slide,,,,,,,,,,,,1216.0,13.3158,115.307,1,GSI_field_inventory,False,False,True
26410,SKM/NS/78A03/2017/76,Sikkim,West Sikkim,SH,,27.258306,88.245306,Debris,Slide,,,,,,,,,,,,1142.0,31.6419,3.3883,1,GSI_field_inventory,False,False,True
26411,SKM/NS/78A03/2017/78,Sikkim,West Sikkim,SH,,27.258389,88.246611,Debris,Slide,,,,,,,,,,,,1141.0,29.7572,342.8648,1,GSI_field_inventory,False,False,True
26412,SKM/NS/78A03/2017/36,Sikkim,West Sikkim,Sangkhu,SH,27.258556,88.147028,Debris,Slide,,,,,,,,,,,,1548.0,24.3827,50.6592,1,GSI_field_inventory,False,False,True
26413,SKM/NS/78A03/2017/74,Sikkim,West Sikkim,SH,,27.258778,88.202639,Debris,Slide,,,,,,,,,,,,1256.0,31.9031,84.0296,1,GSI_field_inventory,False,False,True
26414,SKM/NS/78A03/2017/35,Sikkim,West Sikkim,Sangkhu,SH,27.258889,88.145611,Rock,Fall,,,,,,,,,,,,1531.0,31.6799,247.2379,1,GSI_field_inventory,False,False,True
26415,SKM/SS/78A07/2015/328,Sikkim,South Sikkim,,,27.259306,88.423028,Debris,Slide,,,,,,,,,,,,828.0,37.6371,155.2183,1,GSI_field_inventory,False,False,True
26416,SKM/ES/78A11/2015/18,Sikkim,East Sikkim,NH-31A,,27.259694,88.550417,Debris,Slide,,,,,,,,,,,,643.0,33.1581,138.0144,1,GSI_field_inventory,False,False,True
26417,SKM/NS/78A03/2017/77,Sikkim,West Sikkim,Rat Mathe,SH,27.259722,88.248972,Debris,Slide,,,,,,,,,,,,1125.0,22.3623,40.7602,1,GSI_field_inventory,False,False,True
26418,SKM/ES/78A11/2015/129,Sikkim,East Sikkim,Machong-Rongli Road,,27.259833,88.711722,Debris,Slide,,,,,,,,,,,,1109.0,44.3601,289.0826,1,GSI_field_inventory,False,False,True
26419,SKM/SS/78A07/2015/289,Sikkim,South Sikkim,Gangla village Road,,27.26,88.381361,Debris,Slide,,,,,,,,,,,,1540.0,30.9223,359.1291,1,GSI_field_inventory,False,False,True
26420,SKM/NS/78A03/2017/41,Sikkim,West Sikkim,Radhu Basti,SH,27.260167,88.171889,Debris,Slide,,,,,,,,,,,,1312.0,38.2352,25.3135,1,GSI_field_inventory,False,False,True
26421,SKM/WS/78A07/2015/364,Sikkim,West Sikkim,Legship-Mayong Road,,27.260194,88.302417,Debris,Slide,,,,,,,,,,,,582.0,37.9038,259.2151,1,GSI_field_inventory,False,False,True
26422,SKM/NS/78A03/2017/75,Sikkim,West Sikkim,SH,,27.260861,88.233278,Debris,Slide,,,,,,,,,,,,1170.0,27.1099,5.1019,1,GSI_field_inventory,False,False,True
26423,SKM/NS/78A15/2017/164,Sikkim,East Sikkim,SH,,27.2615,88.788778,Debris,Slide,,,,,,,,,,,,3366.0,44.5623,215.9505,1,GSI_field_inventory,False,False,True
26424,SKM/WS/78A07/2015/344,Sikkim,West Sikkim,Legship-Rishi Road,,27.26175,88.2945,Debris,Slide,,,,,,,,,,,,597.0,35.9649,48.843,1,GSI_field_inventory,False,False,True
26425,SKM/NS/78A03/2017/66,Sikkim,West Sikkim,SH,,27.261778,88.197194,Debris,Slide,,,,,,,,,,,,1368.0,40.7807,357.8827,1,GSI_field_inventory,False,False,True
26426,SKM/SS/78A07/2015/329,Sikkim,South Sikkim,,,27.262056,88.4305,Debris,Slide,,,,,,,,,,,,637.0,29.6179,111.7264,1,GSI_field_inventory,False,False,True
26427,SKM/ES/78A11/2015/158,Sikkim,East Sikkim,NH-31A,,27.262583,88.562389,Debris,Slide,,,,,,,,,,,,655.0,30.0038,257.8628,1,GSI_field_inventory,False,False,True
26428,SKM/SS/78A07/2015/290,Sikkim,South Sikkim,Gangla village Road,,27.263194,88.377139,Debris,Slide,,,,,,,,,,,,1576.0,31.4079,21.889,1,GSI_field_inventory,False,False,True
26429,SKM/NS/78A15/2017/163,Sikkim,East Sikkim,SH,,27.263278,88.786667,Debris,Slide,,,,,,,,,,,,3372.0,45.7698,265.7072,1,GSI_field_inventory,False,False,True
26430,SKM/ES/78A11/2015/157,Sikkim,East Sikkim,NH-31A,,27.264361,88.558389,Debris,Slide,,,,,,,,,,,,636.0,33.6056,158.7091,1,GSI_field_inventory,False,False,True
26431,SKM/NS/78A15/2017/160,Sikkim,East Sikkim,SH,,27.264694,88.792667,Debris,Slide,,,,,,,,,,,,3589.0,41.3782,172.8751,1,GSI_field_inventory,False,False,True
26432,SKM/NS/78A15/2017/161,Sikkim,East Sikkim,SH,,27.26525,88.789556,Debris,Slide,,,,,,,,,,,,3567.0,30.8362,214.8884,1,GSI_field_inventory,False,False,True
26433,SKM/NS/78A15/2017/162,Sikkim,East Sikkim,SH,,27.265389,88.788278,Debris,Slide,,,,,,,,,,,,3521.0,30.4273,195.281,1,GSI_field_inventory,False,False,True
26434,SKM/ES/78A11/2015/40,Sikkim,East Sikkim,Martam,,27.265944,88.534556,Rock,Fall,,,,,,,,,,,,1166.0,35.9672,208.8878,1,GSI_field_inventory,False,False,True
26435,SKM/WS/78A07/2015/343,Sikkim,West Sikkim,Legship-Rishi Road,,27.268944,88.2875,Debris,Slide,,,,,,,,,,,,587.0,46.3167,48.0362,1,GSI_field_inventory,False,False,True
26436,SKM/NS/78A03/2017/19,Sikkim,West Sikkim,Liching,SH,27.269556,88.137861,Debris,Slide,,,,,,,,,,,,1523.0,29.18,155.942,1,GSI_field_inventory,False,False,True
26437,SKM/NS/78A03/2017/18,Sikkim,West Sikkim,Som,SH,27.269778,88.144278,Debris,Slide,,,,,,,,,,,,1478.0,36.4197,156.3519,1,GSI_field_inventory,False,False,True
26438,SKM/NS/78A03/2017/31,Sikkim,West Sikkim,Sapong,SH,27.269861,88.178139,Debris,Slide,,,,,,,,,,,,1312.0,39.1131,142.7869,1,GSI_field_inventory,False,False,True
26439,SKM/NS/78A03/2017/03,Sikkim,West Sikkim,SH,,27.269917,88.077111,Debris,Slide,,,,,,,,,,,,2042.0,34.166,160.403,1,GSI_field_inventory,False,False,True
26440,SKM/NS/78A03/2017/30,Sikkim,West Sikkim,Lungzick,SH,27.27,88.179944,Rock,Fall,,,,,,,,,,,,1328.0,36.5491,188.8327,1,GSI_field_inventory,False,False,True
26441,SKM/SS/78A07/2015/330,Sikkim,South Sikkim,Robang-Tarku Road,,27.270056,88.430139,Debris,Slide,,,,,,,,,,,,479.0,35.0246,357.3936,1,GSI_field_inventory,False,False,True
26442,SKM/NS/78A03/2017/32,Sikkim,West Sikkim,Sapong,SH,27.270056,88.174444,Debris,Slide,,,,,,,,,,,,1337.0,26.6485,180.0,1,GSI_field_inventory,False,False,True
26443,SKM/NS/78A03/2017/17,Sikkim,West Sikkim,Jhum Khola,SH,27.270667,88.142056,Rock,Fall,,,,,,,,,,,,1461.0,40.5089,156.7738,1,GSI_field_inventory,False,False,True
26444,SKM/NS/78A03/2017/33,Sikkim,West Sikkim,Lower Sapong,SH,27.27075,88.167417,Debris,Slide,,,,,,,,,,,,1366.0,30.7427,236.5543,1,GSI_field_inventory,False,False,True
26445,SKM/SS/78A07/2015/331,Sikkim,South Sikkim,Robang-Tarku Road,,27.271583,88.430389,Debris,Slide,,,,,,,,,,,,505.0,35.4761,148.4072,1,GSI_field_inventory,False,False,True
26446,SKM/SS/78A07/2015/286,Sikkim,South Sikkim,Gangla village Road,,27.272056,88.394139,Debris,Slide,,,,,,,,,,,,1021.0,32.1058,131.632,1,GSI_field_inventory,False,False,True
26447,SKM/SS/78A07/2015/285,Sikkim,South Sikkim,Sangmo village Road,,27.273083,88.389528,Debris,Slide,,,,,,,,,,,,1224.0,40.0844,140.7306,1,GSI_field_inventory,False,False,True
26448,SKM/WS/78A07/2015/362,Sikkim,West Sikkim,,,27.27325,88.303417,Debris,Slide,,,,,,,,,,,,1307.0,38.0054,152.969,1,GSI_field_inventory,False,False,True
26449,SKM/SS/78A07/2015/287,Sikkim,South Sikkim,Gangla village Road,,27.273861,88.398722,Debris,Slide,,,,,,,,,,,,960.0,38.5961,96.9894,1,GSI_field_inventory,False,False,True
26450,SKM/WS/78A07/2015/361,Sikkim,West Sikkim,,,27.2755,88.308056,Debris,Slide,,,,,,,,,,,,1571.0,39.2907,218.1477,1,GSI_field_inventory,False,False,True
26451,SKM/NS/78A03/2017/04,Sikkim,West Sikkim,Kachapati,SH,27.27575,88.084972,Debris,Slide,,,,,,,,,,,,2074.0,44.2588,136.6173,1,GSI_field_inventory,False,False,True
26452,SKM/WS/78A07/2015/358,Sikkim,West Sikkim,Legship-Geyzing Road,,27.275917,88.254278,Rock,Slide,,,,,,,,,,,,1100.0,21.6005,205.9123,1,GSI_field_inventory,False,False,True
26453,SKM/SS/78A07/2015/288,Sikkim,South Sikkim,Gangla village Road,,27.276167,88.398722,Debris,Slide,,,,,,,,,,,,894.0,32.8416,75.1046,1,GSI_field_inventory,False,False,True
26454,SKM/SS/78A07/2015/332,Sikkim,South Sikkim,Robang-Tarku Road,,27.279889,88.436472,Debris,Slide,,,,,,,,,,,,571.0,39.5389,133.73,1,GSI_field_inventory,False,False,True
26455,SKM/NS/78A15/2017/159,Sikkim,East Sikkim,Lungthang,SH,27.279972,88.804278,Debris,Slide,,,,,,,,,,,,3691.0,35.6997,152.8548,1,GSI_field_inventory,False,False,True
26456,SKM/NS/78A03/2017/23,Sikkim,West Sikkim,Sardong,SH,27.279972,88.186917,Debris,Slide,,,,,,,,,,,,1737.0,30.4481,141.7063,1,GSI_field_inventory,False,False,True
26457,SKM/NS/78A03/2017/26,Sikkim,West Sikkim,Lungzick,SH,27.280667,88.190861,Debris,Slide,,,,,,,,,,,,1564.0,39.2912,141.851,1,GSI_field_inventory,False,False,True
26458,SKM/NS/78A03/2017/05,Sikkim,West Sikkim,SH,,27.280889,88.084333,Debris,Slide,,,,,,,,,,,,2381.0,28.1134,133.5765,1,GSI_field_inventory,False,False,True
26459,SKM/NS/78A03/2017/28,Sikkim,West Sikkim,Arigown,SH,27.281028,88.227667,Debris,Slide,,,,,,,,,,,,1290.0,22.4352,178.7362,1,GSI_field_inventory,False,False,True
26460,SKM/NS/78A03/2017/22,Sikkim,West Sikkim,Sardong,SH,27.281444,88.187833,Debris,Slide,,,,,,,,,,,,1746.0,33.8573,111.5901,1,GSI_field_inventory,False,False,True
26461,SKM/NS/78A03/2017/29,Sikkim,West Sikkim,Arigown,SH,27.281611,88.229556,Debris,Slide,,,,,,,,,,,,1283.0,39.7151,125.7773,1,GSI_field_inventory,False,False,True
26462,SKM/SS/78A07/2015/334,Sikkim,South Sikkim,Robang-Tarku Road,,27.282,88.415028,Debris,Slide,,,,,,,,,,,,1380.0,45.3037,184.3927,1,GSI_field_inventory,False,False,True
26463,SKM/ES/78A11/2015/97,Sikkim,East Sikkim,,,27.282444,88.598917,Debris,Slide,,,,,,,,,,,,828.0,17.8705,278.6629,1,GSI_field_inventory,False,False,True
26464,SKM/NS/78A03/2017/09,Sikkim,West Sikkim,Sarkitar,SH,27.282667,88.108278,Debris,Slide,,,,,,,,,,,,1611.0,15.8477,183.6788,1,GSI_field_inventory,False,False,True
26465,SKM/NS/78A03/2017/21,Sikkim,West Sikkim,Sardong,SH,27.282917,88.189556,Debris,Slide,,,,,,,,,,,,1752.0,35.1548,126.7011,1,GSI_field_inventory,False,False,True
26466,SKM/NS/78A03/2017/08,Sikkim,West Sikkim,SH,,27.283194,88.106667,Debris,Slide,,,,,,,,,,,,1591.0,30.4484,218.2945,1,GSI_field_inventory,False,False,True
26467,SKM/NS/78A03/2017/25,Sikkim,West Sikkim,SH,,27.283444,88.192639,Debris,Slide,,,,,,,,,,,,1686.0,25.4846,160.4661,1,GSI_field_inventory,False,False,True
26468,SKM/NS/78A03/2017/20,Sikkim,West Sikkim,Sardong,SH,27.283639,88.189944,Debris,Slide,,,,,,,,,,,,1748.0,35.76,136.9312,1,GSI_field_inventory,False,False,True
26469,SK/EAS/78A11/2014/01,Sikkim,East Sikkim,Dhankutey dhara Slide,3km away from Rumtek on Rumtek - Martam road.,27.28408,88.54611,Earth,Slide,28 August 2013,27.4,85.6,178.7,Open-Meteo historical weather,reanalysis,available,0.423417,Open-Meteo ERA5-Land,reanalysis,available,1530.0,27.8301,120.3947,1,GSI_field_inventory,True,True,True
26470,SKM/WS/78A07/2015/359,Sikkim,West Sikkim,Legship-Geyzing Road,,27.284139,88.264889,Debris,Slide,,,,,,,,,,,,1049.0,34.3349,131.1214,1,GSI_field_inventory,False,False,True
26471,SKM/SS/78A07/2015/291,Sikkim,South Sikkim,Gangla village Road,,27.28425,88.370056,Debris,Slide,,,,,,,,,,,,1939.0,33.8114,96.9414,1,GSI_field_inventory,False,False,True
26472,SKM/NS/78A03/2017/24,Sikkim,West Sikkim,SH,,27.284528,88.195583,Debris,Slide,,,,,,,,,,,,1725.0,34.8431,179.2504,1,GSI_field_inventory,False,False,True
26473,SKM/NS/78A03/2017/10,Sikkim,West Sikkim,SH,,27.28475,88.106194,Rock,Fall,,,,,,,,,,,,1610.0,14.0466,248.1589,1,GSI_field_inventory,False,False,True
26474,SKM/NS/78A03/2017/27,Sikkim,West Sikkim,Sardong,SH,27.285,88.197583,Debris,Slide,,,,,,,,,,,,1770.0,27.6394,175.5114,1,GSI_field_inventory,False,False,True
26475,SKM/SS/78A07/2015/292,Sikkim,South Sikkim,Gangla village Road,,27.287194,88.369444,Debris,Slide,,,,,,,,,,,,1949.0,31.6707,79.0331,1,GSI_field_inventory,False,False,True
26476,SKM/NS/78A03/2017/11,Sikkim,West Sikkim,SH,,27.287361,88.102611,Debris,Slide,,,,,,,,,,,,1710.0,42.563,254.1442,1,GSI_field_inventory,False,False,True
26477,SKM/NS/78A03/2017/13,Sikkim,West Sikkim,SH,,27.288167,88.102778,Rock,Fall,,,,,,,,,,,,1751.0,41.1261,241.1824,1,GSI_field_inventory,False,False,True
26478,SKM/NS/78A03/2017/12,Sikkim,West Sikkim,SH,,27.288444,88.102667,Rock,Fall,,,,,,,,,,,,1771.0,40.5384,229.5882,1,GSI_field_inventory,False,False,True
26479,SKM/NS/78A15/2017/158,Sikkim,East Sikkim,SH,,27.288667,88.816111,Debris,Slide,,,,,,,,,,,,3768.0,16.915,144.2684,1,GSI_field_inventory,False,False,True
26480,SKM/NS/78A03/2017/06,Sikkim,West Sikkim,SH,,27.289861,88.084389,Debris,Slide,,,,,,,,,,,,2079.0,30.3863,66.4034,1,GSI_field_inventory,False,False,True
26481,SKM/NS/78A15/2017/157,Sikkim,East Sikkim,Nathang Valley,SH,27.292583,88.820417,Debris,Slide,,,,,,,,,,,,3786.0,7.6818,129.0559,1,GSI_field_inventory,False,False,True
26482,SKM/ES/78A11/2015/159,Sikkim,East Sikkim,NH-31A,,27.292944,88.589417,Debris,Slide,,,,,,,,,,,,851.0,11.4662,51.7933,1,GSI_field_inventory,False,False,True
26483,SKM/WS/78A07/2015/380,Sikkim,West Sikkim,,,27.293417,88.294917,Debris,Slide,,,,,,,,,,,,744.0,45.376,3.0917,1,GSI_field_inventory,False,False,True
26484,SKM/ES/78A11/2015/98,Sikkim,East Sikkim,Namok Road,,27.293556,88.642056,Debris,Slide,,,,,,,,,,,,1454.0,32.5799,186.1363,1,GSI_field_inventory,False,False,True
26485,SKM/NS/78A03/2017/07,Sikkim,West Sikkim,Kumuk,SH,27.294889,88.079944,Debris,Slide,,,,,,,,,,,,2067.0,27.9603,19.0266,1,GSI_field_inventory,False,False,True
26486,SKM/NS/78A03/2017/14,Sikkim,West Sikkim,SH,,27.29525,88.102694,Debris,Slide,,,,,,,,,,,,1952.0,19.4559,61.2387,1,GSI_field_inventory,False,False,True
26487,SKM/NS/78A03/2017/16,Sikkim,West Sikkim,SH,,27.295444,88.094583,Debris,Slide,,,,,,,,,,,,2097.0,39.8743,188.7801,1,GSI_field_inventory,False,False,True
26488,SKM/NS/78A03/2017/15,Sikkim,West Sikkim,SH,,27.296028,88.10175,Debris,Slide,,,,,,,,,,,,2001.0,19.2117,96.6692,1,GSI_field_inventory,False,False,True
26489,SKM/SS/78A07/2015/335,Sikkim,South Sikkim,Robang-Tarku Road,,27.297139,88.388472,Debris,Slide,,,,,,,,,,,,1511.0,25.0155,242.6357,1,GSI_field_inventory,False,False,True
26490,SKM/SS/78A07/2015/338,Sikkim,South Sikkim,Lingmo village Road,,27.29975,88.419778,Debris,Slide,,,,,,,,,,,,1330.0,26.9814,128.9003,1,GSI_field_inventory,False,False,True
26491,SKM/NS/78A03/2017/46,Sikkim,West Sikkim,Singdong,SH,27.301972,88.218778,Debris,Slide,,,,,,,,,,,,1798.0,36.0437,30.4595,1,GSI_field_inventory,False,False,True
26492,SKM/SS/78A07/2015/284,Sikkim,South Sikkim,Sangmo village Road,,27.302861,88.373944,Debris,Slide,,,,,,,,,,,,1777.0,34.5782,63.1228,1,GSI_field_inventory,False,False,True
26493,SKM/SS/78A07/2015/333,Sikkim,South Sikkim,Robang-Tarku Road,,27.303083,88.433167,Debris,Slide,,,,,,,,,,,,890.0,28.8865,118.9546,1,GSI_field_inventory,False,False,True
26494,SKM/NS/78A03/2017/107,Sikkim,West Sikkim,SH,,27.304028,88.178806,Debris,Slide,,,,,,,,,,,,1610.0,20.735,77.0269,1,GSI_field_inventory,False,False,True
26495,SKM/NS/78A03/2017/47,Sikkim,West Sikkim,Singdong,SH,27.30675,88.199083,Rock,Slide,,,,,,,,,,,,1632.0,31.5073,46.1141,1,GSI_field_inventory,False,False,True
26496,SKM/SS/78A07/2015/336,Sikkim,South Sikkim,Robang-Tarku Road,,27.306806,88.375194,Debris,Slide,,,,,,,,,,,,1607.0,38.6537,76.8389,1,GSI_field_inventory,False,False,True
26497,SKM/SS/78A07/2015/283,Sikkim,South Sikkim,Sangmo village Road,,27.306861,88.368444,Debris,Slide,,,,,,,,,,,,1954.0,25.8676,122.2874,1,GSI_field_inventory,False,False,True
26499,SKM/NS/78A03/2017/48,Sikkim,West Sikkim,Rimbi,SH,27.313722,88.189917,Rock,Slide,,,,,,,,,,,,1294.0,42.7253,17.2112,1,GSI_field_inventory,False,False,True
26500,SKM/ES/78A11/2015/42,Sikkim,East Sikkim,Lingdum Road,,27.313917,88.557583,Debris,Slide,,,,,,,,,,,,1275.0,27.5866,55.0287,1,GSI_field_inventory,False,False,True
26501,SKM/NS/78A15/2017/156,Sikkim,East Sikkim,Purana Baba Mandir,SH,27.3145,88.8365,Debris,Slide,,,,,,,,,,,,4088.0,27.5143,186.0233,1,GSI_field_inventory,False,False,True
26503,SKM/ES/78A11/2015/41,Sikkim,East Sikkim,Lingdum Road,,27.315028,88.558139,Rock,Fall,,,,,,,,,,,,1237.0,18.0456,173.5784,1,GSI_field_inventory,False,False,True
26504,SKM/ES/78A11/2015/43,Sikkim,East Sikkim,Lingdum Road,,27.315028,88.558611,Debris,Slide,,,,,,,,,,,,1233.0,26.0553,163.771,1,GSI_field_inventory,False,False,True
26505,SKM/ES/78A11/2015/47,Sikkim,East Sikkim,Khamdong,,27.315083,88.506056,Debris,Slide,,,,,,,,,,,,1476.0,20.495,74.2956,1,GSI_field_inventory,False,False,True
26506,SKM/NS/78A03/2017/62,Sikkim,West Sikkim,SH,,27.315778,88.178944,Debris,Slide,,,,,,,,,,,,1518.0,25.8844,148.2871,1,GSI_field_inventory,False,False,True
26507,SKM/ES/78A11/2015/44,Sikkim,East Sikkim,Sangmoo,Lingdum Road,27.316,88.559889,Rock,Slide,,,,,,,,,,,,1255.0,21.6058,131.6207,1,GSI_field_inventory,False,False,True
26508,SKM/NS/78A03/2017/63,Sikkim,West Sikkim,SH,,27.316583,88.178917,Debris,Slide,,,,,,,,,,,,1559.0,31.2195,135.0546,1,GSI_field_inventory,False,False,True
26509,SKM/ES/78A11/2015/45,Sikkim,East Sikkim,Lingdum,Lingdum Road,27.316944,88.560056,Rock,Fall,,,,,,,,,,,,1271.0,20.2189,188.5346,1,GSI_field_inventory,False,False,True
26510,SKM/NS/78A03/2017/64,Sikkim,West Sikkim,SH,,27.317083,88.178556,Debris,Slide,,,,,,,,,,,,1587.0,36.2659,142.0741,1,GSI_field_inventory,False,False,True
26511,SKM/NS/78A03/2017/61,Sikkim,West Sikkim,SH,,27.317417,88.182861,Debris,Slide,,,,,,,,,,,,1390.0,19.7781,163.0617,1,GSI_field_inventory,False,False,True
26512,SK/WES/78A03/2014/02,Sikkim,West Sikkim,Tamabung slide,Tamabung (On Dharap-Nambu road),27.31892,88.16222,Debris,Flow,1 September 2013 at 21:30 hrs.,,,,,,,,,,,1427.0,16.5489,186.16,1,GSI_field_inventory,False,False,True
26513,SKM/NS/78A03/2017/65,Sikkim,West Sikkim,SH,,27.320111,88.177833,Debris,Slide,,,,,,,,,,,,1696.0,23.8436,114.9111,1,GSI_field_inventory,False,False,True
26514,SKM/NS/78A03/2017/49,Sikkim,West Sikkim,Lower Melli,SH,27.320611,88.219611,Debris,Slide,,,,,,,,,,,,1199.0,40.6469,151.8224,1,GSI_field_inventory,False,False,True
26515,SKM/NS/78A03/2017/59,Sikkim,West Sikkim,SH,,27.324944,88.213861,Debris,Slide,,,,,,,,,,,,1597.0,45.9038,94.0474,1,GSI_field_inventory,False,False,True
26516,SKM/NS/78A03/2017/52,Sikkim,West Sikkim,SH,,27.326444,88.219,Rock,Slide,,,,,,,,,,,,1289.0,32.2642,61.6812,1,GSI_field_inventory,False,False,True
26517,SKM/ES/78A11/2015/100,Sikkim,East Sikkim,Namok Road,,27.329361,88.649278,Debris,Slide,,,,,,,,,,,,1390.0,19.0801,37.288,1,GSI_field_inventory,False,False,True
26518,SKM/ES/78A11/2015/99,Sikkim,East Sikkim,Namok Road,,27.329472,88.648917,Debris,Slide,,,,,,,,,,,,1400.0,26.5089,35.7694,1,GSI_field_inventory,False,False,True
26519,SKM/NS/78A03/2017/58,Sikkim,West Sikkim,SH,,27.3305,88.215639,Debris,Slide,,,,,,,,,,,,1504.0,29.327,30.1818,1,GSI_field_inventory,False,False,True
26520,SKM/NS/78A03/2017/57,Sikkim,West Sikkim,SH,,27.33075,88.216333,Debris,Slide,,,,,,,,,,,,1456.0,37.1187,31.1756,1,GSI_field_inventory,False,False,True
26521,SKM/ES/78A07/2015/48,Sikkim,East Sikkim,Makha,Singtam-Dikchu Road,27.330778,88.49225,Debris,Slide,,,,,,,,,,,,873.0,27.2119,285.0538,1,GSI_field_inventory,False,False,True
26522,SKM/SS/78A07/2015/339,Sikkim,South Sikkim,Lingmo village Road,,27.330917,88.450528,Debris,Slide,,,,,,,,,,,,1119.0,22.9945,134.8866,1,GSI_field_inventory,False,False,True
26523,SKM/NS/78A03/2017/56,Sikkim,West Sikkim,SH,,27.33325,88.213583,Debris,Slide,,,,,,,,,,,,1394.0,27.757,20.2579,1,GSI_field_inventory,False,False,True
26524,SKM/NS/78A03/2017/53,Sikkim,West Sikkim,Tadong,SH,27.333333,88.212972,Debris,Slide,,,,,,,,,,,,1405.0,39.3851,11.1988,1,GSI_field_inventory,False,False,True
26525,SKM/NS/78A03/2017/54,Sikkim,West Sikkim,SH,,27.335,88.206722,Debris,Slide,,,,,,,,,,,,1453.0,31.0758,77.197,1,GSI_field_inventory,False,False,True
26526,SKM/ES/78A11/2015/417,Sikkim,East Sikkim,Changhu_Nathula Road,,27.337194,88.621833,Debris,Slide,,,,,,,,,,,,1779.0,16.5076,126.9305,1,GSI_field_inventory,False,False,True
26527,SKM/NS/78A03/2017/50,Sikkim,West Sikkim,SH,,27.339806,88.227361,Rock,Slide,,,,,,,,,,,,1192.0,30.4457,117.9174,1,GSI_field_inventory,False,False,True
26528,SKM/ES/78A11/2015/416,Sikkim,East Sikkim,Changhu_Nathula Road,,27.340917,88.628389,Debris,Slide,,,,,,,,,,,,1983.0,23.6881,153.4786,1,GSI_field_inventory,False,False,True
26529,SKM/ES/78A11/2015/412,Sikkim,East Sikkim,Changhu_Nathula Road,,27.341444,88.626194,Debris,Slide,,,,,,,,,,,,1977.0,28.2919,179.515,1,GSI_field_inventory,False,False,True
26530,SKM/NS/78A03/2017/51,Sikkim,West Sikkim,13th Mile,SH,27.342,88.223722,Rock,Slide,,,,,,,,,,,,1229.0,33.4084,41.5362,1,GSI_field_inventory,False,False,True
26531,SKM/NS/78A03/2017/60,Sikkim,West Sikkim,SH,,27.345028,88.246639,Debris,Slide,,,,,,,,,,,,1675.0,34.3162,211.3752,1,GSI_field_inventory,False,False,True
26532,SKM/NS/78A03/2017/55,Sikkim,West Sikkim,SH,,27.347278,88.196833,Debris,Slide,,,,,,,,,,,,1827.0,29.3181,93.7186,1,GSI_field_inventory,False,False,True
26533,SKM/ES/78A11/2015/46,Sikkim,East Sikkim,Sichey,Ranka Road,27.348722,88.600556,Debris,Slide,,,,,,,,,,,,1259.0,29.2728,334.4823,1,GSI_field_inventory,False,False,True
26534,SKM/SS/78A07/2015/53,Sikkim,South Sikkim,Chongrang Road,,27.351194,88.272417,Rock,Fall,,,,,,,,,,,,1520.0,31.7829,157.0621,1,GSI_field_inventory,False,False,True
26535,SKM/WS/78A07/2015/381,Sikkim,West Sikkim,Chongrang Road,,27.3515,88.273028,Debris,Slide,,,,,,,,,,,,1529.0,27.2024,180.5079,1,GSI_field_inventory,False,False,True
26536,SKM/NS/78A15/2017/155,Sikkim,East Sikkim,SH,,27.358583,88.840194,Debris,Slide,,,,,,,,,,,,3835.0,40.891,219.5461,1,GSI_field_inventory,False,False,True
26537,SKM/NS/78A15/2017/154,Sikkim,East Sikkim,SH,,27.361583,88.839306,Debris,Slide,,,,,,,,,,,,3836.0,30.4064,276.3348,1,GSI_field_inventory,False,False,True
26538,SKM/NS/78A15/2017/148,Sikkim,East Sikkim,Yakla,SH,27.364583,88.787333,Debris,Slide,,,,,,,,,,,,3863.0,23.5152,170.3541,1,GSI_field_inventory,False,False,True
